growing_period,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
3.62962963,KAZ,Kazakhstan,KAZ.12_1,South Kazakhstan,Region
3.46031746,KAZ,Kazakhstan,KAZ.14_1,Zhambyl,Region
8.083333333,USA,United States,USA.30_1,New Hampshire,State
12,HRV,Croatia,HRV.5_1,Istarska,County
10,HRV,Croatia,HRV.13_1,Primorsko-Goranska,County
9.5,HRV,Croatia,HRV.6_1,Karlovacka,County
10,HRV,Croatia,HRV.15_1,Sisacko-Moslavacka,County
10,HRV,Croatia,HRV.2_1,Brodsko-Posavska,County
10,HRV,Croatia,HRV.12_1,Požeško-Slavonska,County
10,HRV,Croatia,HRV.19_1,Vukovarsko-Srijemska,County
8.5,SRB,Serbia,SRB.5_1,Južno-Bački,District
9.666666667,ROU,Romania,ROU.13_1,Caraș-Severin,County
8.6,ROU,Romania,ROU.21_1,Gorj,County
9.5,ROU,Romania,ROU.40_1,Vâlcea,County
9,ROU,Romania,ROU.3_1,Argeș,County
8.5,ROU,Romania,ROU.32_1,Prahova,County
8.333333333,ROU,Romania,ROU.11_1,Buzău,County
5,ROU,Romania,ROU.9_1,Brăila,County
4.75,ROU,Romania,ROU.39_1,Tulcea,County
2,UZB,Uzbekistan,UZB.5_1,Karakalpakstan,Autononous Region
7.857142857,JPN,Japan,JPN.12_1,Hokkaido,Circuit
2.964285714,USA,United States,USA.51_1,Wyoming,State
8.578947368,USA,United States,USA.33_1,New York,State
8.071428571,USA,United States,USA.46_1,Vermont,State
9.8125,FRA,France,FRA.11_1,Occitanie,Region
9.357142857,FRA,France,FRA.13_1,Provence-Alpes-Côte d'Azur,Region
9.666666667,ITA,Italy,ITA.6_1,Emilia-Romagna,Region
9,HRV,Croatia,HRV.9_1,Licko-Senjska,County
9.066666667,BIH,Bosnia and Herzegovina,BIH.2_1,Federacija Bosna i Hercegovina,Entity
9.714285714,BIH,Bosnia and Herzegovina,BIH.3_1,Repuplika Srpska,Entity
9,SRB,Serbia,SRB.20_1,Sremski,District
9,SRB,Serbia,SRB.3_1,Grad Beograd,City
9,SRB,Serbia,SRB.6_1,Južno-Banatski,District
9,SRB,Serbia,SRB.2_1,Braničevski,District
9,ROU,Romania,ROU.28_1,Mehedinți,County
10,ROU,Romania,ROU.17_1,Dâmbovița,County
6.333333333,ROU,Romania,ROU.25_1,Ialomița,County
9.5,RUS,Russia,RUS.1_1,Adygey,Republic
5.363636364,RUS,Russia,RUS.15_1,Dagestan,Republic
1,MNG,Mongolia,MNG.15_1,Ömnögovi,Province
11,ITA,Italy,ITA.9_1,Liguria,Region
10.27272727,ITA,Italy,ITA.16_1,Toscana,Region
10,HRV,Croatia,HRV.20_1,Zadarska,County
9.5,SRB,Serbia,SRB.7_1,Kolubarski,District
9,SRB,Serbia,SRB.21_1,Šumadijski,District
10,SRB,Serbia,SRB.1_1,Borski,District
7.5,ROU,Romania,ROU.18_1,Dolj,County
7,ROU,Romania,ROU.31_1,Olt,County
7.333333333,ROU,Romania,ROU.37_1,Teleorman,County
7.666666667,ROU,Romania,ROU.20_1,Giurgiu,County
6.333333333,ROU,Romania,ROU.12_1,Călărași,County
6,ROU,Romania,ROU.15_1,Constanța,County
7.333333333,RUS,Russia,RUS.25_1,Karachay-Cherkess,Republic
9.75,ITA,Italy,ITA.11_1,Marche,Region
10,HRV,Croatia,HRV.14_1,Šibensko-Kninska,County
10,HRV,Croatia,HRV.16_1,Splitsko-Dalmatinska,County
9,SRB,Serbia,SRB.25_1,Zlatiborski,District
9,SRB,Serbia,SRB.9_1,Moravički,District
9.333333333,SRB,Serbia,SRB.16_1,Raški,District
9,SRB,Serbia,SRB.15_1,Rasinski,District
9,SRB,Serbia,SRB.23_1,Zaječarski,District
8,BGR,Bulgaria,BGR.26_1,Vidin,Province
7.5,BGR,Bulgaria,BGR.10_1,Montana,Province
7,BGR,Bulgaria,BGR.27_1,Vratsa,Province
7,BGR,Bulgaria,BGR.16_1,Ruse,Province
7,BGR,Bulgaria,BGR.15_1,Razgrad,Province
7,BGR,Bulgaria,BGR.3_1,Dobrich,Province
7.166666667,RUS,Russia,RUS.20_1,Kabardin-Balkar,Republic
7.333333333,RUS,Russia,RUS.48_1,North Ossetia,Republic
6.142857143,RUS,Russia,RUS.10_1,Chechnya,Republic
8.923076923,USA,United States,USA.16_1,Iowa,State
11.09090909,ESP,Spain,ESP.12_1,Galicia,Autonomous Community
9.8,ESP,Spain,ESP.17_1,Principado de Asturias,Autonomous Community
13.5,ESP,Spain,ESP.3_1,Cantabria,Autonomous Community
14,ESP,Spain,ESP.16_1,País Vasco,Autonomous Community
9.6,ESP,Spain,ESP.9_1,Comunidad Foral de Navarra,Autonomous Community
9.5,ITA,Italy,ITA.18_1,Umbria,Region
8,MNE,Montenegro,MNE.15_1,Plužine,Municipality
8,MNE,Montenegro,MNE.14_1,Pljevlja,Municipality
9,SRB,Serbia,SRB.22_1,Toplički,District
8,SRB,Serbia,SRB.10_1,Nišavski,District
9,SRB,Serbia,SRB.12_1,Pirotski,District
7.333333333,BGR,Bulgaria,BGR.9_1,Lovech,Province
7,BGR,Bulgaria,BGR.25_1,Veliko Tarnovo,Province
7,BGR,Bulgaria,BGR.23_1,Targovishte,Province
7,BGR,Bulgaria,BGR.17_1,Shumen,Province
7,BGR,Bulgaria,BGR.24_1,Varna,Province
8.666666667,GEO,Georgia,GEO.1_1,Abkhazia,Autonomous Republic
8,RUS,Russia,RUS.17_1,Ingush,Republic
2.586956522,UZB,Uzbekistan,UZB.9_1,Navoi,Region
6.825396825,CHN,China,CHN.18_1,Liaoning,Province
4.953488372,USA,United States,USA.28_1,Nebraska,State
7.2,ESP,Spain,ESP.5_1,Castilla y León,Autonomous Community
6.904761905,ESP,Spain,ESP.2_1,Aragón,Autonomous Community
9.117647059,ESP,Spain,ESP.6_1,Cataluña,Autonomous Community
9.333333333,ITA,Italy,ITA.1_1,Abruzzo,Region
9,MNE,Montenegro,MNE.12_1,Nikšic,Municipality
8,MNE,Montenegro,MNE.9_1,Kolašin,Municipality
8,MNE,Montenegro,MNE.1_1,Andrijevica,Municipality
8,XKO,Kosovo,XKO.4_1,Pećki,District
8,XKO,Kosovo,XKO.3_1,Kosovska Mitrovica,District
8,XKO,Kosovo,XKO.5_1,Pristina,District
8,SRB,Serbia,SRB.4_1,Jablanički,District
8,BGR,Bulgaria,BGR.12_1,Pernik,Province
8,BGR,Bulgaria,BGR.5_1,Grad Sofiya,Province
8,BGR,Bulgaria,BGR.21_1,Sofia,Province
7.25,BGR,Bulgaria,BGR.22_1,Stara Zagora,Province
7,BGR,Bulgaria,BGR.19_1,Sliven,Province
7.2,BGR,Bulgaria,BGR.2_1,Burgas,Province
12,GEO,Georgia,GEO.9_1,Samegrelo-Zemo Svaneti,Region
7,GEO,Georgia,GEO.8_1,Racha-Lechkhumi-Kvemo Svaneti,Region
4,KGZ,Kyrgyzstan,KGZ.8_1,Talas,Province
4,KGZ,Kyrgyzstan,KGZ.3_1,Chüy,Province
3.15,KGZ,Kyrgyzstan,KGZ.9_1,Ysyk-Köl,Province
9.71875,USA,United States,USA.14_1,Illinois,State
9.480769231,USA,United States,USA.36_1,Ohio,State
9.285714286,USA,United States,USA.22_1,Massachusetts,State
6.5,ESP,Spain,ESP.15_1,La Rioja,Autonomous Community
10,FRA,France,FRA.5_1,Corse,Region
10.44444444,ITA,Italy,ITA.8_1,Lazio,Region
11,MNE,Montenegro,MNE.16_1,Podgorica,Municipality
8,ALB,Albania,ALB.10_1,Shkodër,County
9,ALB,Albania,ALB.8_1,Kukës,County
8,XKO,Kosovo,XKO.6_1,Prizren,District
7,XKO,Kosovo,XKO.7_1,Uroševac,District
7,SRB,Serbia,SRB.11_1,Pčinjski,District
7,MKD,Macedonia,MKD.38_1,Kriva Palanka,Municipality
7.5,BGR,Bulgaria,BGR.8_1,Kyustendil,Province
7,BGR,Bulgaria,BGR.11_1,Pazardzhik,Province
7,BGR,Bulgaria,BGR.14_1,Plovdiv,Province
7,BGR,Bulgaria,BGR.28_1,Yambol,Province
10,GEO,Georgia,GEO.4_1,Imereti,Region
8.666666667,GEO,Georgia,GEO.11_1,Shida Kartli,Region
8,GEO,Georgia,GEO.7_1,Mtskheta-Mtianeti,Region
8,GEO,Georgia,GEO.5_1,Kakheti,Region
2.175438596,TKM,Turkmenistan,TKM.3_1,Balkan,Province
2,TKM,Turkmenistan,TKM.6_1,Tashauz,Province
3.555555556,KGZ,Kyrgyzstan,KGZ.5_1,Naryn,Province
3.660606061,CHN,China,CHN.5_1,Gansu,Province
5,CHN,China,CHN.10_1,Hebei,Province
7.666666667,PRK,North Korea,PRK.2_1,Hamgyŏng-bukto,Province
8,PRK,North Korea,PRK.12_1,Rasŏn,Directly Governed City
5.13372093,USA,United States,USA.5_1,California,State
2.256198347,USA,United States,USA.29_1,Nevada,State
2.597826087,USA,United States,USA.45_1,Utah,State
9.717948718,USA,United States,USA.15_1,Indiana,State
9.301886792,USA,United States,USA.39_1,Pennsylvania,State
9.4,USA,United States,USA.7_1,Connecticut,State
9,USA,United States,USA.40_1,Rhode Island,State
12,PRT,Portugal,PRT.18_1,Viana do Castelo,District
12,PRT,Portugal,PRT.4_1,Braga,District
9.666666667,PRT,Portugal,PRT.19_1,Vila Real,District
8.666666667,PRT,Portugal,PRT.5_1,Bragança,District
9,ITA,Italy,ITA.12_1,Molise,Region
9.571428571,ITA,Italy,ITA.2_1,Apulia,Region
11,ALB,Albania,ALB.9_1,Lezhë,County
8,ALB,Albania,ALB.2_1,Dibër,County
8,MKD,Macedonia,MKD.47_1,Mavrovo and Rostuša,Municipality
7,MKD,Macedonia,MKD.46_1,Makedonski Brod,Municipality
7,MKD,Macedonia,MKD.77_1,Veles,Municipality
6,MKD,Macedonia,MKD.30_1,Karbinci,Municipality
6,MKD,Macedonia,MKD.3_1,Berovo,Municipality
7,BGR,Bulgaria,BGR.1_1,Blagoevgrad,Province
7,BGR,Bulgaria,BGR.20_1,Smolyan,Province
7,BGR,Bulgaria,BGR.7_1,Kardzhali,Province
7,BGR,Bulgaria,BGR.6_1,Haskovo,Province
7.25,TUR,Turkey,TUR.28_1,Edirne,Province
7,TUR,Turkey,TUR.50_1,Kirklareli,Province
6.714285714,TUR,Turkey,TUR.46_1,Kastamonu,Province
6.5,TUR,Turkey,TUR.70_1,Sinop,Province
10,GEO,Georgia,GEO.2_1,Ajaria,Autonomous Republic
7.6,GEO,Georgia,GEO.10_1,Samtskhe-Javakheti,Region
8,GEO,Georgia,GEO.12_1,Tbilisi,Independent City
6.25,AZE,Azerbaijan,AZE.9_1,Shaki-Zaqatala,Region
2,UZB,Uzbekistan,UZB.7_1,Khorezm,Region
4.666666667,UZB,Uzbekistan,UZB.14_1,Tashkent,Region
4.384615385,KGZ,Kyrgyzstan,KGZ.4_1,Jalal-Abad,Province
6.75,PRK,North Korea,PRK.13_1,Ryanggang,Province
9.888888889,USA,United States,USA.31_1,New Jersey,State
11,PRT,Portugal,PRT.15_1,Porto,District
6.852941176,ESP,Spain,ESP.4_1,Castilla-La Mancha,Autonomous Community
9.714285714,ITA,Italy,ITA.5_1,Campania,Region
11,ALB,Albania,ALB.11_1,Tiranë,County
8,ALB,Albania,ALB.4_1,Elbasan,County
7,MKD,Macedonia,MKD.68_1,Struga,Municipality
7,MKD,Macedonia,MKD.19_1,Demir Hisar,Municipality
7,MKD,Macedonia,MKD.57_1,Prilep,Municipality
6,MKD,Macedonia,MKD.32_1,Kavadartsi,Municipality
7,MKD,Macedonia,MKD.65_1,Star Dojran,Municipality
7.181818182,GRC,Greece,GRC.6_1,Macedonia and Thrace,Decentralized administration
7.666666667,TUR,Turkey,TUR.73_1,Tekirdag,Province
8.5,TUR,Turkey,TUR.40_1,Istanbul,Province
8,TUR,Turkey,TUR.81_1,Zinguldak,Province
7,TUR,Turkey,TUR.43_1,Karabük,Province
8.5,TUR,Turkey,TUR.67_1,Samsun,Province
8,TUR,Turkey,TUR.10_1,Artvin,Province
6,TUR,Turkey,TUR.9_1,Ardahan,Province
7,GEO,Georgia,GEO.6_1,Kvemo Kartli,Region
6.333333333,AZE,Azerbaijan,AZE.4_1,Ganja-Qazakh,Region
5.5,AZE,Azerbaijan,AZE.8_1,Quba-Khachmaz,Region
2.529411765,UZB,Uzbekistan,UZB.2_1,Bukhoro,Region
5,UZB,Uzbekistan,UZB.13_1,Tashkent City,City
4.666666667,UZB,Uzbekistan,UZB.8_1,Namangan,Region
7.571428571,PRK,North Korea,PRK.1_1,Chagang-do,Province
9,JPN,Japan,JPN.3_1,Aomori,Prefecture
2.303571429,USA,United States,USA.6_1,Colorado,State
10.5,PRT,Portugal,PRT.20_1,Viseu,District
10,PRT,Portugal,PRT.10_1,Guarda,District
7.333333333,ESP,Spain,ESP.8_1,Comunidad de Madrid,Autonomous Community
9.333333333,ITA,Italy,ITA.14_1,Sardegna,Autonomous Region
9.25,ITA,Italy,ITA.3_1,Basilicata,Region
11,ALB,Albania,ALB.5_1,Fier,County
7,ALB,Albania,ALB.7_1,Korçë,County
7.875,GRC,Greece,GRC.5_1,Epirus and Western Macedonia,Decentralized administration
9,TUR,Turkey,TUR.52_1,Kocaeli,Province
8,TUR,Turkey,TUR.66_1,Sakarya,Province
7,TUR,Turkey,TUR.27_1,Düzce,Province
6,TUR,Turkey,TUR.19_1,Bolu,Province
5.333333333,TUR,Turkey,TUR.23_1,Çankiri,Province
5.2,TUR,Turkey,TUR.24_1,Çorum,Province
6,TUR,Turkey,TUR.6_1,Amasya,Province
5.8,TUR,Turkey,TUR.74_1,Tokat,Province
7,TUR,Turkey,TUR.63_1,Ordu,Province
6,TUR,Turkey,TUR.34_1,Giresun,Province
6.333333333,TUR,Turkey,TUR.75_1,Trabzon,Province
5,TUR,Turkey,TUR.65_1,Rize,Province
5.1,TUR,Turkey,TUR.31_1,Erzurum,Province
5,TUR,Turkey,TUR.45_1,Kars,Province
5,ARM,Armenia,ARM.8_1,Shirak,Province
6,ARM,Armenia,ARM.7_1,Lori,Province
6,ARM,Armenia,ARM.10_1,Tavush,Province
5.727272727,AZE,Azerbaijan,AZE.2_1,Aran,Region
6,AZE,Azerbaijan,AZE.3_1,Daglig-Shirvan,Region
5,AZE,Azerbaijan,AZE.1_1,Absheron,Region
2.526315789,TKM,Turkmenistan,TKM.4_1,Chardzhou,Province
4.428571429,UZB,Uzbekistan,UZB.4_1,Jizzakh,Region
5,UZB,Uzbekistan,UZB.11_1,Sirdaryo,Region
4,TJK,Tajikistan,TJK.4_1,Leninabad,Region
4.666666667,UZB,Uzbekistan,UZB.1_1,Andijon,Region
3.833333333,KGZ,Kyrgyzstan,KGZ.7_1,Osh,Province
4.75,CHN,China,CHN.2_1,Beijing,Municipality
8.166666667,PRK,North Korea,PRK.3_1,Hamgyŏng-namdo,Province
9.808219178,USA,United States,USA.26_1,Missouri,State
10.5,PRT,Portugal,PRT.7_1,Coimbra,District
9.666666667,PRT,Portugal,PRT.6_1,Castelo Branco,District
8,ESP,Spain,ESP.11_1,Extremadura,Autonomous Community
6.111111111,ESP,Spain,ESP.10_1,Comunidad Valenciana,Autonomous Community
11,ALB,Albania,ALB.12_1,Vlorë,County
7,ALB,Albania,ALB.6_1,Gjirokastër,County
9,GRC,Greece,GRC.2_1,Athos,Decentralized administration
7.75,TUR,Turkey,TUR.22_1,Çanakkale,Province
8,TUR,Turkey,TUR.12_1,Balikesir,Province
7.833333333,TUR,Turkey,TUR.21_1,Bursa,Province
6.5,TUR,Turkey,TUR.16_1,Bilecik,Province
5.083333333,TUR,Turkey,TUR.7_1,Ankara,Province
5,TUR,Turkey,TUR.49_1,Kinkkale,Province
5,TUR,Turkey,TUR.72_1,Sivas,Province
6,TUR,Turkey,TUR.35_1,Gümüshane,Province
5,TUR,Turkey,TUR.15_1,Bayburt,Province
5,ARM,Armenia,ARM.3_1,Armavir,Province
5,ARM,Armenia,ARM.6_1,Kotayk,Province
5,ARM,Armenia,ARM.5_1,Gegharkunik,Province
6,AZE,Azerbaijan,AZE.5_1,Kalbajar-Lachin,Region
6.333333333,AZE,Azerbaijan,AZE.10_1,Yukhari-Karabakh,Region
3.666666667,UZB,Uzbekistan,UZB.10_1,Samarkand,Region
4.5,UZB,Uzbekistan,UZB.3_1,Ferghana,Region
3.857142857,KGZ,Kyrgyzstan,KGZ.1_1,Batken,Province
5.830769231,CHN,China,CHN.25_1,Shanxi,Province
8.6,PRK,North Korea,PRK.9_1,P'yŏngan-bukto,Province
9,JPN,Japan,JPN.2_1,Akita,Prefecture
8.833333333,JPN,Japan,JPN.16_1,Iwate,Prefecture
5.340909091,USA,United States,USA.17_1,Kansas,State
10.09090909,USA,United States,USA.49_1,West Virginia,State
10.66666667,USA,United States,USA.8_1,Delaware,State
10,PRT,Portugal,PRT.11_1,Leiria,District
9.5,PRT,Portugal,PRT.16_1,Santarém,District
9,ESP,Spain,ESP.13_1,Islas Baleares,Autonomous Community
10,ITA,Italy,ITA.4_1,Calabria,Region
9,GRC,Greece,GRC.7_1,"Peloponnese, Western Greece and the Ionian Islands",Decentralized administration
8.230769231,GRC,Greece,GRC.8_1,Thessaly and Central Greece,Decentralized administration
5.666666667,TUR,Turkey,TUR.32_1,Eskisehir,Province
4.833333333,TUR,Turkey,TUR.80_1,Yozgat,Province
5,TUR,Turkey,TUR.30_1,Erzincan,Province
5,TUR,Turkey,TUR.4_1,Agri,Province
4,TUR,Turkey,TUR.38_1,Iğdır,Province
4,ARM,Armenia,ARM.2_1,Ararat,Province
5,ARM,Armenia,ARM.11_1,Vayots Dzor,Province
5.5,ARM,Armenia,ARM.9_1,Syunik,Province
2.675,TKM,Turkmenistan,TKM.1_1,Ahal,Province
5,CHN,China,CHN.27_1,Tianjin,Municipality
8.5,PRK,North Korea,PRK.10_1,P'yŏngan-namdo,Province
10.82978723,USA,United States,USA.47_1,Virginia,State
10.75,USA,United States,USA.21_1,Maryland,State
9.5,PRT,Portugal,PRT.12_1,Lisboa,District
9,PRT,Portugal,PRT.14_1,Portalegre,District
8,GRC,Greece,GRC.1_1,Aegean,Decentralized administration
8.4,TUR,Turkey,TUR.41_1,Izmir,Province
7.833333333,TUR,Turkey,TUR.56_1,Manisa,Province
6.2,TUR,Turkey,TUR.54_1,Kütahya,Province
5.8,TUR,Turkey,TUR.3_1,Afyon,Province
5,TUR,Turkey,TUR.51_1,Kirsehir,Province
5,TUR,Turkey,TUR.61_1,Nevsehir,Province
5,TUR,Turkey,TUR.76_1,Tunceli,Province
5.25,TUR,Turkey,TUR.17_1,Bingöl,Province
5,TUR,Turkey,TUR.60_1,Mus,Province
4.833333333,TUR,Turkey,TUR.78_1,Van,Province
4.727272727,IRN,Iran,IRN.29_1,West Azarbaijan,Province
4.5,AZE,Azerbaijan,AZE.7_1,Nakhchivan,Region
5.095238095,IRN,Iran,IRN.5_1,East Azarbaijan,Province
5.285714286,IRN,Iran,IRN.2_1,Ardebil,Province
5,AZE,Azerbaijan,AZE.6_1,Lankaran,Region
2.939393939,TKM,Turkmenistan,TKM.5_1,Mary,Province
3.571428571,UZB,Uzbekistan,UZB.6_1,Kashkadarya,Region
3.727272727,TJK,Tajikistan,TJK.5_1,Tadzhikistan Territories,Region
3.038461538,TJK,Tajikistan,TJK.2_1,Gorno-Badakhshan,Region
2.498245614,CHN,China,CHN.21_1,Qinghai,Province
3.761904762,CHN,China,CHN.20_1,Ningxia Hui,Autonomous Region
7.926829268,CHN,China,CHN.22_1,Shaanxi,Province
9,PRK,North Korea,PRK.11_1,P'yŏngyang,Special City
9,PRK,North Korea,PRK.7_1,Kangwŏn-do,Province
10.86363636,USA,United States,USA.18_1,Kentucky,State
0,PRT,Portugal,PRT.2_1,Azores,'Autonomous Region'
8.75,PRT,Portugal,PRT.8_1,Évora,District
6.5,TUR,Turkey,TUR.77_1,Usak,Province
4.6875,TUR,Turkey,TUR.53_1,Konya,Province
5,TUR,Turkey,TUR.47_1,Kayseri,Province
5.5,TUR,Turkey,TUR.55_1,Malatya,Province
5.75,TUR,Turkey,TUR.29_1,Elazığ,Province
5.25,TUR,Turkey,TUR.18_1,Bitlis,Province
4.333333333,UZB,Uzbekistan,UZB.12_1,Surkhandarya,Region
9,PRK,North Korea,PRK.4_1,Hwanghae-bukto,Province
9.333333333,JPN,Japan,JPN.45_1,Yamagata,Prefecture
9.333333333,JPN,Japan,JPN.24_1,Miyagi,Prefecture
9,PRT,Portugal,PRT.17_1,Setúbal,District
8.5,PRT,Portugal,PRT.3_1,Beja,District
7.555555556,ESP,Spain,ESP.1_1,Andalucía,Autonomous Community
6,ESP,Spain,ESP.18_1,Región de Murcia,Autonomous Community
9,ITA,Italy,ITA.15_1,Sicily,Autonomous Region
9,GRC,Greece,GRC.3_1,Attica,Decentralized administration
6,TUR,Turkey,TUR.25_1,Denizli,Province
6,TUR,Turkey,TUR.39_1,Isparta,Province
4,TUR,Turkey,TUR.5_1,Aksaray,Province
4,TUR,Turkey,TUR.62_1,Nigde,Province
7,TUR,Turkey,TUR.1_1,Adana,Province
5,TUR,Turkey,TUR.42_1,K. Maras,Province
6.166666667,TUR,Turkey,TUR.26_1,Diyarbakir,Province
6,TUR,Turkey,TUR.14_1,Batman,Province
4.428571429,IRN,Iran,IRN.8_1,Gilan,Province
3.272727273,IRN,Iran,IRN.21_1,North Khorasan,Province
5.181818182,TJK,Tajikistan,TJK.3_1,Khatlon,Region
3.6,AFG,Afghanistan,AFG.1_1,Badakhshan,Province
9,PRK,North Korea,PRK.5_1,Hwanghae-namdo,Province
9.111111111,KOR,South Korea,KOR.6_1,Gangwon-do,Province
9.666666667,JPN,Japan,JPN.29_1,Niigata,Prefecture
8,TUR,Turkey,TUR.11_1,Aydin,Province
7,TUR,Turkey,TUR.20_1,Burdur,Province
6.666666667,TUR,Turkey,TUR.2_1,Adiyaman,Province
6.888888889,TUR,Turkey,TUR.68_1,Sanliurfa,Province
6.5,TUR,Turkey,TUR.69_1,Siirt,Province
6,TUR,Turkey,TUR.71_1,Sirnak,Province
3.125,IRN,Iran,IRN.9_1,Golestan,Province
3.245614035,IRN,Iran,IRN.24_1,Razavi Khorasan,Province
6.983870968,CHN,China,CHN.23_1,Shandong,Province
9.4,KOR,South Korea,KOR.8_1,Gyeonggi-do,Province
9.428571429,JPN,Japan,JPN.8_1,Fukushima,Prefecture
8.666666667,PRT,Portugal,PRT.9_1,Faro,District
8,TUN,Tunisia,TUN.4_1,Bizerte,Governorate
8.5,TUR,Turkey,TUR.59_1,Mugla,Province
6.25,TUR,Turkey,TUR.8_1,Antalya,Province
4.666666667,TUR,Turkey,TUR.44_1,Karaman,Province
6.714285714,TUR,Turkey,TUR.58_1,Mersin,Province
9,TUR,Turkey,TUR.64_1,Osmaniye,Province
6.75,TUR,Turkey,TUR.33_1,Gaziantep,Province
7.25,TUR,Turkey,TUR.57_1,Mardin,Province
6.2,SYR,Syria,SYR.1_1,Al Ḥasakah,Province
7,IRQ,Iraq,IRQ.12_1,Dihok,Province
5,TUR,Turkey,TUR.36_1,Hakkari,Province
6.166666667,IRQ,Iraq,IRQ.6_1,Arbil,Province
2.454545455,IRN,Iran,IRN.25_1,Semnan,Province
3.6,AFG,Afghanistan,AFG.13_1,Jawzjan,Province
4,AFG,Afghanistan,AFG.4_1,Balkh,Province
4.666666667,AFG,Afghanistan,AFG.19_1,Kunduz,Province
4.4,AFG,Afghanistan,AFG.31_1,Takhar,Province
10.33333333,JPN,Japan,JPN.15_1,Ishikawa,Prefecture
1.920353982,USA,United States,USA.3_1,Arizona,State
1.450819672,USA,United States,USA.32_1,New Mexico,State
6.718309859,USA,United States,USA.37_1,Oklahoma,State
9,DZA,Algeria,DZA.4_1,Alger,Province
9,DZA,Algeria,DZA.13_1,Boumerdès,Province
9,DZA,Algeria,DZA.47_1,Tizi Ouzou,Province
9,DZA,Algeria,DZA.8_1,Béjaïa,Province
9,DZA,Algeria,DZA.23_1,Jijel,Province
9,DZA,Algeria,DZA.39_1,Skikda,Province
9,DZA,Algeria,DZA.19_1,El Tarf,Province
9,TUN,Tunisia,TUN.7_1,Jendouba,Governorate
9,TUN,Tunisia,TUN.2_1,Béja,Governorate
8,TUN,Tunisia,TUN.13_1,Manubah,Governorate
7,TUN,Tunisia,TUN.3_1,Ben Arous (Tunis Sud),Governorate
7,TUN,Tunisia,TUN.16_1,Nabeul,Governorate
9,TUR,Turkey,TUR.37_1,Hatay,Province
6.666666667,SYR,Syria,SYR.2_1,Aleppo,Province
8,TUR,Turkey,TUR.48_1,Kilis,Province
6.133333333,IRQ,Iraq,IRQ.16_1,Ninawa,Province
4.125,IRN,Iran,IRN.31_1,Zanjan,Province
4,IRN,Iran,IRN.22_1,Qazvin,Province
3.25,IRN,Iran,IRN.20_1,Mazandaran,Province
3.625,AFG,Afghanistan,AFG.8_1,Faryab,Province
5.821428571,PAK,Pakistan,PAK.5_1,N.W.F.P.,Province
3.555555556,PAK,Pakistan,PAK.6_1,Northern Areas,Centrally Administered Area
9.8,KOR,South Korea,KOR.3_1,Chungcheongnam-do,Province
9,KOR,South Korea,KOR.2_1,Chungcheongbuk-do,Province
9.666666667,KOR,South Korea,KOR.9_1,Gyeongsangbuk-do,Province
9.5,JPN,Japan,JPN.43_1,Toyama,Prefecture
9,JPN,Japan,JPN.26_1,Nagano,Prefecture
9.5,JPN,Japan,JPN.10_1,Gunma,Prefecture
10.33333333,JPN,Japan,JPN.39_1,Tochigi,Prefecture
5.061538462,USA,United States,USA.44_1,Texas,State
10.96363636,USA,United States,USA.4_1,Arkansas,State
11.1,USA,United States,USA.43_1,Tennessee,State
12.14,USA,United States,USA.34_1,North Carolina,State
7,DZA,Algeria,DZA.14_1,Chlef,Province
8,DZA,Algeria,DZA.2_1,Aïn Defla,Province
8.666666667,DZA,Algeria,DZA.28_1,Médéa,Province
9,DZA,Algeria,DZA.12_1,Bouira,Province
9,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj,Province
7.666666667,DZA,Algeria,DZA.37_1,Sétif,Province
8,DZA,Algeria,DZA.29_1,Mila,Province
9,DZA,Algeria,DZA.15_1,Constantine,Province
9,DZA,Algeria,DZA.21_1,Guelma,Province
9,DZA,Algeria,DZA.40_1,Souk Ahras,Province
8,TUN,Tunisia,TUN.11_1,Le Kef,Governorate
8,TUN,Tunisia,TUN.19_1,Siliana,Governorate
7,TUN,Tunisia,TUN.24_1,Zaghouan,Governorate
8,SYR,Syria,SYR.10_1,Idlib,Province
5.375,SYR,Syria,SYR.3_1,Ar Raqqah,Province
6.1,IRQ,Iraq,IRQ.7_1,As-Sulaymaniyah,Province
4.583333333,IRN,Iran,IRN.17_1,Kordestan,Province
3.666666667,IRN,Iran,IRN.1_1,Alborz,Province
3.666666667,AFG,Afghanistan,AFG.30_1,Sari Pul,Province
4,AFG,Afghanistan,AFG.29_1,Samangan,Province
4.111111111,AFG,Afghanistan,AFG.3_1,Baghlan,Province
4.164733179,CHN,China,CHN.29_1,Xizang,Autonomous Region
8.875,CHN,China,CHN.12_1,Henan,Province
10.5,JPN,Japan,JPN.37_1,Shimane,Prefecture
10,JPN,Japan,JPN.6_1,Fukui,Prefecture
9.333333333,JPN,Japan,JPN.9_1,Gifu,Prefecture
11,JPN,Japan,JPN.14_1,Ibaraki,Prefecture
8.5,MAR,Morocco,MAR.14_1,Tanger - Tétouan,Region
6,DZA,Algeria,DZA.32_1,Oran,Province
6,DZA,Algeria,DZA.30_1,Mostaganem,Province
6.5,DZA,Algeria,DZA.35_1,Relizane,Province
8,DZA,Algeria,DZA.46_1,Tissemsilt,Province
5.25,DZA,Algeria,DZA.16_1,Djelfa,Province
6.625,DZA,Algeria,DZA.26_1,M'Sila,Province
