State_Code,State_Name,State_Type,Country_Code,Country_Name,Species,Alt,Rain,pH,Temp_Min,Temp_Max,Texture,Fertility,Cycle,Growth
TZA.14_1,Morogoro,Region,TZA,Tanzania,Avicennia germinans,0,1,0,2,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Avicennia marina,0,1,0,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Avicennia officinalis,0,2,0,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Axonopus affinis,2,2,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Axonopus compressus,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Axonopus scoparius,2,1,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Azadirachta indica,2,1,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Azanza garckeana,2,0,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Baccaurea motleyana,2,1,2,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Baccaurea racemosa,2,0,1,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Baccaurea ramiflora,0,1,2,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bactris gasipaes,2,0,2,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Baikiaea plurijuga,0,0,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Balanites aegyptiaca,2,1,0,2,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bambusa arundinacea,2,2,2,1,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bambusa nutans,2,1,1,1,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Banksia integrifolia,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Basella rubra,2,1,2,1,1,1,0,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bauhinia esculenta,2,1,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bauhinia racemosa,2,2,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Beckmannia eruciformis,2,2,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Beckmannia syzigachne,2,0,1,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Berchemia discolor,2,1,2,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Berrya cordifolia,0,0,1,1,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bertholletia excelsa,0,0,2,2,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Beta vulgaris var. crassa,2,2,1,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Beta vulgaris var. saccharifera,2,0,1,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Biserrula pelecinus,2,0,1,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bixa orellana,2,1,2,2,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Blighia sapida,2,1,2,1,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Boehmeria nivea,2,1,2,2,1,1,0,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Boesenbergia rotunda,2,2,1,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bolusanthus speciosus,2,0,0,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bombacopsis quinata,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bombax ceiba,2,2,2,1,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bombax insigne,2,1,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Borassus aethiopum,2,0,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Borojoa patinoi,2,0,2,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Boswellia serrata,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bothriochloa bladhii,2,1,1,2,1,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bothriochloa insculpta,2,1,1,2,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bothriochloa ischaemum,2,0,1,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bothriochloa pertusa,2,1,1,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bouteloua curtipendula,2,1,1,2,0,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bouteloua gracilis,2,1,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachiaria brizantha,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachiaria dura,2,0,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachiaria mutica,2,2,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachiaria radicans,2,0,1,1,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachiaria ramosa,2,0,0,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachiaria ruziziensis,2,2,2,1,2,2,0,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachychiton acerifolius,2,0,1,1,2,0,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachychiton populneus,2,0,0,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachylaena huillensis,2,1,2,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brachystegia spiciformis,2,0,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica chinensis,2,2,1,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica juncea,2,2,2,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica napus,2,1,1,2,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica oleracea var. acephala,2,1,2,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica oleracea var. botrytis,2,1,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica oleracea var. capitata,2,1,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica oleracea var. gemmifera,2,2,1,2,0,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica oleracea var. gongyloides,2,2,1,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica oleracea var. italica,2,2,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Brassica rapa var. rapifera,2,2,1,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bridelia micrantha,2,2,2,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bromus carinatus,2,0,1,2,0,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bromus marginatus,2,0,1,2,0,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bromus tomentellus,2,1,1,2,0,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bromus unioloides,2,1,1,2,0,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bruguiera gymnorrhiza,0,1,0,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Buchanania latifolia,2,2,2,1,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Buckinghamia celsissima,2,1,2,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Bursera simaruba,2,2,2,2,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Butea monosperma,2,2,1,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Butyrospermum paradoxum ssp. parkii,2,1,1,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Caesalpinia coriaria,0,2,1,2,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Caesalpinia sappan,0,1,1,1,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cajanus cajan,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calamagrostis epigeios,2,0,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calamus caesius,2,0,2,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calamus erinaceus,0,0,0,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calamus peregrinus,0,1,0,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calliandra calothyrsus,2,1,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Callitris columellaris,2,2,2,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Callitris endlicheri,2,0,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Callitris glauca,2,0,2,1,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Callitris macleayana,2,1,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Callitris preissii ssp. preissii,0,0,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Callitris preissii var. Murray,0,0,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Callitris preissii var. verrucosa,2,0,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calodendrum capense,2,2,2,2,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calophyllum apetalum,2,0,2,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calophyllum brasiliense,2,1,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calophyllum elatum,2,0,2,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calophyllum inophyllum,0,1,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calophyllum peekelii,0,0,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calopogonium caeruleum,2,2,1,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Calopogonium mucunoides,2,1,1,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Camellia sinensis,2,1,1,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Campnosperma brevipetiolata,2,0,2,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cananga odorata,0,1,2,2,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Canarium indicum,2,1,1,1,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Canarium ovatum,0,1,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Canavalia ensiformis,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Canavalia gladiata,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Canna edulis,2,2,2,2,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Capparis spinosa,0,1,0,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Capparis tomentosa,2,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Capsicum annuum,2,1,2,2,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Capsicum baccatum var. pendulum,2,1,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Capsicum frutescens,2,2,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Capsicum pubescens,2,1,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Caragana microphylla,2,0,1,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Carallia lucida,2,1,2,1,2,1,0,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Carapa guianensis,2,0,2,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Carica papaya,2,1,2,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Carica pubescens,2,2,1,2,0,0,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cariniaria pyriformis,2,0,2,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Carissa edulis,2,1,0,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Carthamus tinctorius,2,1,1,2,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Carya illinoensis,2,1,2,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Caryocar nuciferum,2,1,1,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Caryodendron orinocense,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Caryota urens,2,1,1,1,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casimiroa edulis,2,1,0,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cassia alata,2,1,2,1,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cassia auriculata,2,2,1,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cassia brewsteri,2,1,2,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cassia fistula,2,2,1,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cassia occidentalis,2,2,1,1,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cassia rotundifolia,2,2,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cassia siamea,2,2,2,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Castanea crenata,2,2,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Castanea mollissima,2,2,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Castanea pumila,2,2,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Castanea sativa,2,2,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Castanospermum australe,2,1,2,2,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Castilla elastica,0,0,2,1,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina campestris,0,0,0,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina cristata,2,0,0,1,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina cristata ssp. pauper,0,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina cunninghamiana,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina decaisneana,2,0,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina dielsiana,0,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina equisetifolia,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina fraseriana,0,0,2,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina glauca,2,2,2,2,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina huegeliana,0,0,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina junghuhniana,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina littoralis,2,1,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina obesa,0,1,2,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina oligodon,2,0,2,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina stricta,2,0,0,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Casuarina torulosa,2,2,2,2,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Catha edulis,2,1,0,2,1,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cedrela odorata,2,2,1,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cedrus deodara,2,2,2,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ceiba pentandra,2,1,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cenchrus biflorus,0,0,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cenchrus ciliaris,2,1,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cenchrus pennisetiformis,0,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cenchrus setigerus,2,1,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Centrosema acutifolium,2,2,1,1,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Centrosema macrocarpum,2,2,2,1,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Centrosema pascuorum,2,2,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Centrosema pubescens,2,2,1,2,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Centrosema rotundifolium,2,1,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ceratonia siliqua,2,1,1,2,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ceratopetalum apetalum,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chamaecrista nictitans,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chamaerops humilis,0,0,0,2,2,1,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chenopodium ambrosioides,2,2,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chenopodium pallidicaule,2,0,1,2,0,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chenopodium quinoa,2,1,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chloris gayana,2,2,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chloris virgata,2,1,0,1,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chlorophora excelsa,2,2,2,2,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chloroxylon swietenia,0,2,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chrysanthemum coccineum,2,1,1,2,0,1,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chrysanthemum coronarium var. coronarium,2,2,1,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chrysophyllum albidum,2,1,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chrysophyllum cainito,0,2,1,1,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chrysopogon aciculatus,2,1,2,1,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chrysopogon plumulosus,2,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Chukrasia velutina,2,1,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cicer arietinum,2,1,1,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cichorium endivia,2,2,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cichorium intybus,2,1,1,2,2,0,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinchona calisaya,2,0,2,2,0,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinchona ledgeriana,2,0,2,2,0,2,0,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinchona officinalis,2,0,2,2,0,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinchona pubescens,2,0,2,2,0,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinnamomum burmannii,2,0,2,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinnamomum camphora,2,2,2,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinnamomum cassia,0,2,1,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinnamomum loureirii,2,0,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cinnamomum verum,2,1,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrofortunella x microcarpa,0,1,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus aurantifolia,2,1,1,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus aurantium,2,2,1,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus aurantium ssp. bergamia,2,2,0,2,1,1,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus deliciosa,2,2,2,1,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus limon,0,2,1,2,1,2,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus madurensis,0,1,2,1,1,1,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus medica,2,2,1,1,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus paradisi,2,1,0,2,2,2,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus reticulata,2,2,1,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus sinensis,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus sp.,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Citrus unshiu,2,2,2,2,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Clausena lansium,2,1,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cleistogenes chinensis,2,0,1,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cleistogenes squarrosa,2,0,2,2,1,2,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cleistopholis glauca,0,0,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Clinelymus dahuricus,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Clitoria ternatea,2,2,1,2,1,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cnidoscolus chayamansa,2,2,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Coccoloba uvifera,0,2,1,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cochlospermum religiosum,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cocos nucifera,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Coffea arabica,2,1,2,2,1,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Coffea canephora,2,1,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Coffea excelsa,2,1,2,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Coffea liberica,2,1,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cola nitida,2,1,2,1,2,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Colocasia esculenta,2,1,2,1,1,0,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Colocasia esculenta var. antiquorum,2,1,2,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Colophospermum mopane,2,0,2,1,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Combretum aculeatum,2,0,1,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Combretum micranthum,2,2,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Commiphora africana,2,0,1,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Conocarpus erectus,0,1,2,2,2,0,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Conocarpus lancifolius,2,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Corchorus capsularis,2,1,1,2,2,1,0,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cordeauxia edulis,2,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cordia africana,2,2,2,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cordia alliodora,2,1,0,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Coriandrum sativum,2,2,2,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Coronilla varia,2,0,1,2,1,0,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Corylus avellana,2,1,1,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cotylelobium burckii,0,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cotylelobium lanceolatum,2,0,0,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Cotylelobium melanoxylon,0,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Crambe abyssinica,2,2,1,2,1,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Crambe maritima,0,1,0,2,0,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Crotalaria brevides var. brevides,2,1,1,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Crotalaria juncea,2,2,1,2,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Crotalaria lanceolata,2,2,2,2,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Crotalaria pallida,2,2,2,1,2,2,2,2,2
